ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletAge,VisibilityPercent,PremiumProduct
FDR56,15.5,Regular,0.168661356,Fruits and Vegetables,195.8768,OUT010,1998,Unknown,Tier 3,Grocery Store,27,16.8661356,False
NCM54,17.7,Low Fat,0.051018257,Household,125.2678,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,5.1018257,False
FDP51,13.85,Regular,0.085258864,Meat,116.8124,OUT035,2004,Small,Tier 2,Supermarket Type1,21,8.525886400000001,False
FDT38,18.7,Low Fat,0.057489563,Dairy,84.7566,OUT013,1987,High,Tier 3,Supermarket Type1,38,5.7489563,False
FDZ20,16.1,Low Fat,0.034446714,Fruits and Vegetables,253.3356,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,3.4446714000000003,True
FDJ53,10.5,Low Fat,0.071198613,Frozen Foods,120.6098,OUT013,1987,High,Tier 3,Supermarket Type1,38,7.119861299999999,False
FDX13,7.725,Low Fat,0.047857249,Canned,249.2092,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,4.7857249,True
FDP58,11.1,Low Fat,0.135116764,Snack Foods,220.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,21,13.5116764,True
NCK31,12.695633368756642,Low Fat,0.047357161,Others,51.9666,OUT019,1985,Small,Tier 1,Grocery Store,40,4.7357161,False
FDA35,14.85,Regular,0.054056872,Baking Goods,123.2072,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,5.4056872,False
FDV37,13.0,Regular,0.083854075,Canned,198.7426,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,8.3854075,False
NCO07,12.695633368756642,Low Fat,0.009728926,Others,213.656,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.9728926000000001,True
FDA20,6.78,Low Fat,0.066756194,Fruits and Vegetables,187.324,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,6.6756194,False
FDZ59,6.63,Regular,0.104001913,Baking Goods,168.45,OUT035,2004,Small,Tier 2,Supermarket Type1,21,10.4001913,False
NCY17,18.2,Low Fat,0.164018678,Health and Hygiene,44.9086,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,16.4018678,False
FDQ28,14.0,Regular,0.060415636,Frozen Foods,153.1656,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.0415636,False
FDV35,19.5,Low Fat,0.128931187,Breads,154.6314,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,12.8931187,False
FDQ36,7.855,Regular,0.161413005,Baking Goods,35.2848,OUT013,1987,High,Tier 3,Supermarket Type1,38,16.1413005,False
FDD34,7.945,Low Fat,0.01594096,Snack Foods,163.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.594096,False
FDK51,19.85,Low Fat,0.0,Dairy,265.0884,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,0.0,True
FDV31,9.8,LF,0.106697143,Fruits and Vegetables,175.637,OUT035,2004,Small,Tier 2,Supermarket Type1,21,10.669714299999999,False
FDR04,7.075,Low Fat,0.022562708,Frozen Foods,95.9068,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.2562708000000002,False
FDR14,11.65,Low Fat,0.174319632,Dairy,55.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,17.4319632,False
DRC36,13.0,Regular,0.075295456,Soft Drinks,174.4054,OUT010,1998,Unknown,Tier 3,Grocery Store,27,7.5295456,False
FDE39,12.695633368756642,Low Fat,0.063266852,Dairy,120.6782,OUT019,1985,Small,Tier 1,Grocery Store,40,6.3266852,False
FDP57,17.5,Low Fat,0.052525654,Snack Foods,104.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,5.2525654,False
FDE57,9.6,Low Fat,0.036285125,Fruits and Vegetables,141.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,28,3.6285125000000003,False
NCN18,8.895,Low Fat,0.12471467,Household,111.4544,OUT046,1997,Small,Tier 1,Supermarket Type1,28,12.471467,False
NCQ05,11.395,Low Fat,0.021694101,Health and Hygiene,150.0708,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.1694101,False
FDW47,15.0,LF,0.046366458,Breads,119.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,21,4.6366458,False
FDV46,18.2,Low Fat,0.012605492,Snack Foods,137.818,OUT035,2004,Small,Tier 2,Supermarket Type1,21,1.2605492,False
NCP29,8.42,Low Fat,0.112498699,Health and Hygiene,62.8168,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,11.2498699,False
FDE09,8.775,Low Fat,0.021691386,Fruits and Vegetables,110.5228,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.1691386,False
NCU06,12.695633368756642,Low Fat,0.074046742,Household,229.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,7.4046742,True
FDT19,7.59,Regular,0.242768664,Fruits and Vegetables,173.708,OUT010,1998,Unknown,Tier 3,Grocery Store,27,24.2768664,False
DRF15,18.35,Low Fat,0.033401862,Dairy,152.234,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,3.3401861999999998,False
DRI51,17.25,Low Fat,0.042206477,Dairy,170.2764,OUT013,1987,High,Tier 3,Supermarket Type1,38,4.2206477,False
NCX54,9.195,Low Fat,0.048019877,Household,104.2622,OUT013,1987,High,Tier 3,Supermarket Type1,38,4.801987700000001,False
DRE01,10.1,Low Fat,0.167016095,Soft Drinks,241.5512,OUT013,1987,High,Tier 3,Supermarket Type1,38,16.7016095,True
NCB07,19.2,Low Fat,0.077664737,Household,195.511,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,7.7664737,False
FDU50,5.75,Regular,0.075155997,Dairy,114.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,21,7.5155997,False
FDG40,13.65,Low Fat,0.039816816,Frozen Foods,34.1558,OUT035,2004,Small,Tier 2,Supermarket Type1,21,3.9816816,False
FDW10,21.2,Low Fat,0.070964186,Snack Foods,175.637,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,7.0964186,False
FDX51,9.5,Regular,0.022040367,Meat,194.1452,OUT013,1987,High,Tier 3,Supermarket Type1,38,2.2040367,False
NCP17,19.35,Low Fat,0.027770577,Health and Hygiene,63.1168,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,2.7770577000000003,False
FDP21,7.42,reg,0.025735975,Snack Foods,187.7872,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.5735975,False
FDL04,19.0,Low Fat,0.112150406,Frozen Foods,105.2622,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,11.2150406,False
FDV23,11.0,Low Fat,0.105748691,Breads,123.1046,OUT013,1987,High,Tier 3,Supermarket Type1,38,10.5748691,False
FDF24,15.5,Regular,0.025370468,Baking Goods,81.1934,OUT046,1997,Small,Tier 1,Supermarket Type1,28,2.5370468,False
FDH56,12.695633368756642,Regular,0.063508168,Fruits and Vegetables,113.8492,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,6.3508168000000005,False
FDB51,6.92,Low Fat,0.038513862,Dairy,61.5852,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,3.8513862000000003,False
FDI58,12.695633368756642,Regular,0.070362085,Snack Foods,95.112,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,7.036208500000001,False
FDR20,20.0,Regular,0.028100349,Fruits and Vegetables,46.9744,OUT013,1987,High,Tier 3,Supermarket Type1,38,2.8100349000000002,False
FDC51,10.895,Regular,0.009661057,Dairy,122.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,0.9661057000000001,False
FDB16,12.695633368756642,Low Fat,0.044708228,Dairy,86.2198,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,4.4708228000000005,False
FDE40,15.6,Regular,0.099297902,Dairy,60.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,9.9297902,False
NCM17,7.93,Low Fat,0.071122419,Health and Hygiene,43.7086,OUT035,2004,Small,Tier 2,Supermarket Type1,21,7.112241900000001,False
FDU56,16.85,Low Fat,0.0,Fruits and Vegetables,185.3266,OUT035,2004,Small,Tier 2,Supermarket Type1,21,0.0,False
FDS32,12.695633368756642,Regular,0.051920175,Fruits and Vegetables,140.9838,OUT019,1985,Small,Tier 1,Grocery Store,40,5.1920174999999995,False
FDX02,16.0,Low Fat,0.057148803,Dairy,224.3404,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,5.7148803,True
FDT39,12.695633368756642,reg,0.009820129,Meat,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.9820129000000001,False
FDE35,7.06,Regular,0.044148717,Starchy Foods,56.9904,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,4.4148717,False
NCI42,12.695633368756642,Low Fat,0.018148732,Household,210.1954,OUT019,1985,Small,Tier 1,Grocery Store,40,1.8148732,True
DRL23,18.35,Low Fat,0.015304311,Hard Drinks,105.7938,OUT046,1997,Small,Tier 1,Supermarket Type1,28,1.5304311,False
FDA10,20.35,Low Fat,0.141816013,Snack Foods,122.2072,OUT046,1997,Small,Tier 1,Supermarket Type1,28,14.181601299999999,False
FDA11,7.75,Low Fat,0.04320284,Baking Goods,95.6436,OUT013,1987,High,Tier 3,Supermarket Type1,38,4.320284,False
NCM06,7.475,low fat,0.075727897,Household,154.7656,OUT046,1997,Small,Tier 1,Supermarket Type1,28,7.5727897,False
NCT05,10.895,Low Fat,0.020947887,Health and Hygiene,257.5672,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.0947886999999996,True
NCQ02,12.6,Low Fat,0.012480591,Household,186.2556,OUT010,1998,Unknown,Tier 3,Grocery Store,27,1.2480590999999999,False
NCY06,15.25,Low Fat,0.06127993,Household,129.6968,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,6.127993,False
FDY56,16.35,Regular,0.062399603,Fruits and Vegetables,224.7062,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.2399603,True
FDL02,20.0,Regular,0.104063695,Canned,104.5622,OUT035,2004,Small,Tier 2,Supermarket Type1,21,10.4063695,False
NCI06,11.3,LF,0.047708667,Household,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,21,4.7708667,False
FDQ14,9.27,Low Fat,0.061912597,Dairy,150.105,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,6.1912597,False
FDQ12,12.65,Low Fat,0.035611045,Baking Goods,228.301,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,3.5611045,True
FDP36,10.395,Regular,0.091172403,Baking Goods,48.6008,OUT046,1997,Small,Tier 1,Supermarket Type1,28,9.1172403,False
FDK21,12.695633368756642,Low Fat,0.009963834,Snack Foods,250.8408,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.9963833999999999,True
FDO40,17.1,Low Fat,0.032694281,Frozen Foods,147.8392,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,3.2694281,False
NCK54,12.695633368756642,low fat,0.0,Household,117.515,OUT019,1985,Small,Tier 1,Grocery Store,40,0.0,False
FDY09,15.6,Low Fat,0.025302804,Snack Foods,176.8054,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.5302804,False
NCW30,5.21,Low Fat,0.011027014,Household,260.6962,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,1.1027014,True
NCC55,12.695633368756642,LF,0.0,Household,36.2848,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.0,False
FDE58,18.5,Low Fat,0.052280828,Snack Foods,117.3124,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,5.2280828,False
FDR39,20.35,Low Fat,0.083729547,Meat,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,38,8.3729547,False
FDU28,19.2,Regular,0.094064368,Frozen Foods,187.0214,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,9.4064368,False
FDH08,7.51,Low Fat,0.017527666,Fruits and Vegetables,228.001,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,1.7527666000000002,True
FDG35,21.2,Regular,0.007055259,Starchy Foods,175.4738,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,0.7055259,False
FDG22,17.6,Regular,0.041445492,Snack Foods,35.219,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,4.1445492,False
FDC34,16.0,Regular,0.172726426,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,21,17.272642599999998,False
FDP15,15.2,Low Fat,0.084284513,Meat,254.933,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,8.4284513,True
FDK34,13.35,Low Fat,0.06448577,Snack Foods,239.4564,OUT010,1998,Unknown,Tier 3,Grocery Store,27,6.448577,True
FDU45,15.6,Regular,0.035499428,Snack Foods,115.7518,OUT035,2004,Small,Tier 2,Supermarket Type1,21,3.5499428,False
FDQ04,12.695633368756642,LF,0.084343183,Frozen Foods,39.7796,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,8.434318300000001,False
FDX22,6.785,Regular,0.023068402,Snack Foods,209.7928,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.3068402,True
FDB45,20.85,Low Fat,0.021450443,Fruits and Vegetables,103.6306,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,2.1450443,False
NCH43,12.695633368756642,Low Fat,0.070227182,Household,217.1192,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,7.0227182,True
DRE60,9.395,Low Fat,0.159334462,Soft Drinks,224.372,OUT046,1997,Small,Tier 1,Supermarket Type1,28,15.9334462,True
FDD17,12.695633368756642,Low Fat,0.032468955,Frozen Foods,236.1906,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,3.2468955,True
NCM54,17.7,Low Fat,0.051227193,Household,127.2678,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,5.1227193,False
NCH55,16.35,Low Fat,0.034643462,Household,127.402,OUT013,1987,High,Tier 3,Supermarket Type1,38,3.4643462,False
NCT06,17.1,Low Fat,0.038956669,Household,165.1842,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,3.8956669,False
FDA48,12.695633368756642,Low Fat,0.114317778,Baking Goods,221.5114,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,11.431777799999999,True
FDY58,12.695633368756642,Low Fat,0.039725274,Snack Foods,228.2694,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,3.9725273999999997,True
FDO25,6.3,Low Fat,0.127707501,Canned,211.327,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,12.7707501,True
FDN50,16.85,Regular,0.026573609,Canned,94.912,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,2.6573609,False
FDH35,18.25,Low Fat,0.060237241,Starchy Foods,164.9526,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.0237241,False
FDK09,15.2,Low Fat,0.091949401,Snack Foods,227.4352,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,9.1949401,True
FDO16,5.48,Low Fat,0.015095622,Frozen Foods,82.325,OUT013,1987,High,Tier 3,Supermarket Type1,38,1.5095622,False
FDW11,12.6,Low Fat,0.048881014,Breads,63.7194,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,4.8881014,False
FDU47,12.695633368756642,Regular,0.0,Breads,140.3838,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.0,False
NCQ42,20.35,Low Fat,0.065726925,Household,128.6678,OUT010,1998,Unknown,Tier 3,Grocery Store,27,6.5726925000000005,False
FDK55,12.695633368756642,Low Fat,0.025636945,Meat,89.1172,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,2.5636945,False
FDN08,7.72,Regular,0.088502045,Fruits and Vegetables,116.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,8.8502045,False
FDT57,15.2,Low Fat,0.019073386,Snack Foods,237.7248,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,1.9073386,True
FDJ12,8.895,Regular,0.039200151,Baking Goods,207.5296,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,3.9200151,True
DRL59,16.75,Low Fat,0.021344178,Hard Drinks,52.2298,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,2.1344178,False
NCN53,5.175,Low Fat,0.030355463,Health and Hygiene,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,28,3.0355463,False
FDO51,6.785,Regular,0.07027007,Meat,43.9112,OUT010,1998,Unknown,Tier 3,Grocery Store,27,7.027007,False
FDK56,9.695,Low Fat,0.130733334,Fruits and Vegetables,188.3898,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,13.073333400000001,False
FDY12,9.8,Regular,0.140584452,Baking Goods,52.3008,OUT035,2004,Small,Tier 2,Supermarket Type1,21,14.0584452,False
FDU15,13.65,Regular,0.026597059,Meat,36.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.6597059,False
FDQ19,7.35,Regular,0.014365128,Fruits and Vegetables,242.8512,OUT046,1997,Small,Tier 1,Supermarket Type1,28,1.4365128,True
DRF15,18.35,Low Fat,0.033281349,Dairy,154.134,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,3.3281349000000002,False
DRE25,12.695633368756642,Low Fat,0.128309411,Soft Drinks,92.112,OUT019,1985,Small,Tier 1,Grocery Store,40,12.8309411,False
FDK57,10.195,Low Fat,0.080619969,Snack Foods,119.144,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,8.0619969,False
FDD33,12.85,Low Fat,0.181092301,Fruits and Vegetables,231.6642,OUT010,1998,Unknown,Tier 3,Grocery Store,27,18.1092301,True
FDR34,12.695633368756642,Regular,0.015887996,Snack Foods,228.6352,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,1.5887996000000002,True
FDU04,7.93,Low Fat,0.005559688,Frozen Foods,121.2414,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,0.5559688,False
FDE35,12.695633368756642,Regular,0.07686393,Starchy Foods,60.4904,OUT019,1985,Small,Tier 1,Grocery Store,40,7.686393,False
NCD31,12.1,Low Fat,0.015431545,Household,162.7526,OUT035,2004,Small,Tier 2,Supermarket Type1,21,1.5431545,False
FDJ56,8.985,LF,0.183368339,Fruits and Vegetables,100.07,OUT035,2004,Small,Tier 2,Supermarket Type1,21,18.3368339,False
NCU53,5.485,Low Fat,0.042751812,Health and Hygiene,164.5842,OUT046,1997,Small,Tier 1,Supermarket Type1,28,4.2751812000000005,False
FDD39,16.7,Low Fat,0.070141633,Dairy,214.985,OUT035,2004,Small,Tier 2,Supermarket Type1,21,7.0141633,True
NCU17,12.695633368756642,Low Fat,0.162626685,Health and Hygiene,103.6674,OUT019,1985,Small,Tier 1,Grocery Store,40,16.2626685,False
FDJ20,20.7,Regular,0.100174939,Fruits and Vegetables,123.2388,OUT046,1997,Small,Tier 1,Supermarket Type1,28,10.0174939,False
NCW41,18.0,Low Fat,0.015513314,Health and Hygiene,156.9604,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,1.5513314,False
FDL52,6.635,Regular,0.046081489,Frozen Foods,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,21,4.608148900000001,False
FDS39,6.895,Low Fat,0.022456327,Meat,141.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,21,2.2456327000000003,False
DRJ47,18.25,Low Fat,0.044340045,Hard Drinks,173.908,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,4.4340045,False
FDP13,8.1,Regular,0.224830093,Canned,40.248,OUT010,1998,Unknown,Tier 3,Grocery Store,27,22.4830093,False
DRK39,7.02,LF,0.083464455,Dairy,82.425,OUT010,1998,Unknown,Tier 3,Grocery Store,27,8.346445500000002,False
FDF28,15.7,Regular,0.06337778,Frozen Foods,126.2046,OUT010,1998,Unknown,Tier 3,Grocery Store,27,6.337777999999999,False
FDB09,16.25,Low Fat,0.057512493,Fruits and Vegetables,125.5046,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,5.7512493,False
FDM51,11.8,Regular,0.025926223,Meat,99.9674,OUT046,1997,Small,Tier 1,Supermarket Type1,28,2.5926223000000004,False
DRM49,6.11,Regular,0.152573001,Soft Drinks,45.1086,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,15.257300100000002,False
DRF23,4.61,Low Fat,0.122550245,Hard Drinks,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,38,12.255024500000001,False
DRH01,17.5,Low Fat,0.097885516,Soft Drinks,172.6738,OUT035,2004,Small,Tier 2,Supermarket Type1,21,9.7885516,False
FDH12,12.695633368756642,Low Fat,0.08454227,Baking Goods,107.128,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,8.454227,False
FDA28,12.695633368756642,Regular,0.083694927,Frozen Foods,124.8362,OUT019,1985,Small,Tier 1,Grocery Store,40,8.3694927,False
FDW37,19.2,Low Fat,0.124555719,Canned,90.3488,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,12.455571899999999,False
FDF02,16.2,Low Fat,0.103473165,Canned,103.799,OUT046,1997,Small,Tier 1,Supermarket Type1,28,10.3473165,False
DRL37,15.5,Low Fat,0.053372178,Soft Drinks,43.377,OUT046,1997,Small,Tier 1,Supermarket Type1,28,5.3372178,False
NCF43,8.51,low fat,0.051945908,Household,141.547,OUT046,1997,Small,Tier 1,Supermarket Type1,28,5.1945908,False
FDH08,7.51,Low Fat,0.029172707,Fruits and Vegetables,228.201,OUT010,1998,Unknown,Tier 3,Grocery Store,27,2.9172707,True
FDR34,12.695633368756642,Regular,0.027953194,Snack Foods,229.4352,OUT019,1985,Small,Tier 1,Grocery Store,40,2.7953194,True
NCK19,9.8,LF,0.09060629,Others,195.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,9.060629,False
NCD55,14.0,Low Fat,0.024430294,Household,42.6454,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,2.4430294000000004,False
FDT27,11.395,Regular,0.069695361,Meat,233.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,6.9695361,True
FDQ57,7.275,Low Fat,0.02800432,Snack Foods,146.976,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,2.800432,False
FDA47,10.5,Regular,0.116651733,Baking Goods,162.421,OUT035,2004,Small,Tier 2,Supermarket Type1,21,11.6651733,False
DRG15,12.695633368756642,Low Fat,0.076364306,Dairy,63.0536,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,7.636430600000001,False
FDE05,10.895,Regular,0.03258625,Frozen Foods,145.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,3.258625,False
FDN46,7.21,reg,0.144631478,Snack Foods,100.6332,OUT046,1997,Small,Tier 1,Supermarket Type1,28,14.463147800000002,False
FDX27,12.695633368756642,Regular,0.113564473,Dairy,92.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,11.3564473,False
FDT51,11.65,Regular,0.010940934,Meat,110.4544,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,1.0940934,False
FDU33,7.63,Regular,0.134597662,Snack Foods,44.7402,OUT013,1987,High,Tier 3,Supermarket Type1,38,13.4597662,False
FDJ16,12.695633368756642,Low Fat,0.114329308,Frozen Foods,59.4246,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,11.432930800000001,False
FDD20,12.695633368756642,Low Fat,0.036268455,Fruits and Vegetables,122.5046,OUT019,1985,Small,Tier 1,Grocery Store,40,3.6268455,False
FDT36,12.3,Low Fat,0.111447593,Baking Goods,33.4874,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,11.1447593,False
DRF15,12.695633368756642,Low Fat,0.03305315,Dairy,152.334,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,3.3053150000000002,False
FDN52,9.395,Regular,0.220221011,Frozen Foods,88.1198,OUT010,1998,Unknown,Tier 3,Grocery Store,27,22.0221011,False
FDC22,12.695633368756642,Regular,0.135767734,Snack Foods,191.282,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,13.5767734,False
FDX15,17.2,Low Fat,0.156615836,Meat,160.6578,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,15.6615836,False
FDT13,14.85,Low Fat,0.018556186,Canned,187.1214,OUT013,1987,High,Tier 3,Supermarket Type1,38,1.8556186,False
FDU04,7.93,Low Fat,0.00557982,Frozen Foods,121.1414,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,0.557982,False
FDU31,12.695633368756642,Regular,0.043756113,Fruits and Vegetables,216.3508,OUT019,1985,Small,Tier 1,Grocery Store,40,4.3756113,True
FDW59,12.695633368756642,Low Fat,0.0,Breads,85.4566,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,0.0,False
NCO29,11.15,Low Fat,0.032256191,Health and Hygiene,165.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,28,3.2256191,False
FDL15,17.85,Low Fat,0.046625941,Meat,152.3682,OUT035,2004,Small,Tier 2,Supermarket Type1,21,4.6625941,False
FDI41,18.5,Regular,0.062353714,Frozen Foods,145.4418,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,6.2353714,False
FDQ48,14.3,Regular,0.0,Baking Goods,98.7726,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,0.0,False
DRI39,13.8,Low Fat,0.09698132,Dairy,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,38,9.698132,False
FDI08,18.2,Regular,0.066241884,Fruits and Vegetables,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,38,6.6241884,True
FDC21,14.6,Regular,0.04302561,Fruits and Vegetables,110.0254,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,4.302561,False
FDF58,13.3,Low Fat,0.009579343,Snack Foods,62.351,OUT035,2004,Small,Tier 2,Supermarket Type1,21,0.9579343,False
FDS08,5.735,Low Fat,0.095341405,Fruits and Vegetables,178.037,OUT010,1998,Unknown,Tier 3,Grocery Store,27,9.534140500000001,False
FDE47,14.15,Low Fat,0.037985629,Starchy Foods,123.1046,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,3.7985629,False
NCP18,12.695633368756642,Low Fat,0.050071843,Household,152.4708,OUT019,1985,Small,Tier 1,Grocery Store,40,5.0071843,False
NCR41,17.85,Low Fat,0.0,Health and Hygiene,96.8094,OUT013,1987,High,Tier 3,Supermarket Type1,38,0.0,False
FDA27,20.35,Regular,0.030901894,Dairy,254.2672,OUT013,1987,High,Tier 3,Supermarket Type1,38,3.0901894,True
FDA43,10.895,low fat,0.064663519,Fruits and Vegetables,194.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,21,6.4663519,False
FDA49,19.7,Low Fat,0.065053427,Canned,86.6198,OUT045,2002,Unknown,Tier 2,Supermarket Type1,23,6.5053427,False
NCE55,8.92,Low Fat,0.0,Household,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,0.0,False
DRM49,12.695633368756642,Regular,0.15121816,Soft Drinks,45.9086,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,15.121815999999999,False
FDF22,12.695633368756642,Low Fat,0.056555477,Snack Foods,214.2218,OUT027,1985,Medium,Tier 3,Supermarket Type3,40,5.6555477,True
FDQ15,20.35,Regular,0.151688857,Meat,80.6276,OUT018,2009,Medium,Tier 3,Supermarket Type2,16,15.1688857,False
NCS54,13.6,Low Fat,0.010049688,Household,174.937,OUT017,2007,Unknown,Tier 2,Supermarket Type1,18,1.0049687999999999,False
NCY05,13.5,Low Fat,0.054944247,Health and Hygiene,36.3874,OUT013,1987,High,Tier 3,Supermarket Type1,38,5.4944247,False
FDR45,10.8,Low Fat,0.028943289,Snack Foods,239.6222,OUT046,1997,Small,Tier 1,Supermarket Type1,28,2.8943289,True
FDK57,10.195,Low Fat,0.080417724,Snack Foods,121.244,OUT049,1999,Medium,Tier 1,Supermarket Type1,26,8.0417724,False
